station,date_heure,carbone_noir,monoxyde_carbone,ozone,particules_fines,dioxyde_soufre
03006 - Québec - Vieux-Limoilou,2025-07-01 00:00:00,7.1724,0.4897,6.6078,25.4002,0.0397
03006 - Québec - Vieux-Limoilou,2025-07-01 01:00:00,3.3619,0.4507,3.5532,22.2887,0.091
03006 - Québec - Vieux-Limoilou,2025-07-01 02:00:00,1.8925,NA,8.4092,17.4211,0.0634
03006 - Québec - Vieux-Limoilou,2025-07-01 03:00:00,0.9089,0.2354,9.2892,12.9813,0.124
03006 - Québec - Vieux-Limoilou,2025-07-01 04:00:00,1.0112,0.2217,6.2053,12.9623,0.0654
03006 - Québec - Vieux-Limoilou,2025-07-01 05:00:00,0.5858,0.1962,9.8378,11.3953,0.0313
03006 - Québec - Vieux-Limoilou,2025-07-01 06:00:00,0.581,0.2075,8.7919,10.6519,0.0545
03006 - Québec - Vieux-Limoilou,2025-07-01 07:00:00,0.7443,0.2145,7.6165,10.3366,0.0312
03006 - Québec - Vieux-Limoilou,2025-07-01 08:00:00,1.0895,0.2382,5.3678,9.9592,0.0282
03006 - Québec - Vieux-Limoilou,2025-07-01 09:00:00,1.0296,0.2375,7.4118,8.9222,0.0312
03006 - Québec - Vieux-Limoilou,2025-07-01 10:00:00,0.827,0.2293,9.9247,7.4238,0.0365
03006 - Québec - Vieux-Limoilou,2025-07-01 11:00:00,0.6874,0.2154,9.8725,5.1774,0.0303
03006 - Québec - Vieux-Limoilou,2025-07-01 12:00:00,0.8008,0.2193,10.8671,4.9027,0.043
03006 - Québec - Vieux-Limoilou,2025-07-01 13:00:00,1.1351,0.236,15.056,4.6174,0.0338
03006 - Québec - Vieux-Limoilou,2025-07-01 14:00:00,0.7604,0.2274,23.9762,10.2434,0.0248
03006 - Québec - Vieux-Limoilou,2025-07-01 15:00:00,0.4448,0.1996,30.0424,8.5707,0.0267
03006 - Québec - Vieux-Limoilou,2025-07-01 16:00:00,0.4224,0.2032,31.9614,8.7086,0.0135
03006 - Québec - Vieux-Limoilou,2025-07-01 17:00:00,0.3862,0.1938,31.7301,6.4899,0.0215
03006 - Québec - Vieux-Limoilou,2025-07-01 18:00:00,0.1241,0.1593,35.8028,3.6099,0.0137
03006 - Québec - Vieux-Limoilou,2025-07-01 19:00:00,0.196,0.166,33.4164,3.3153,0.01
03006 - Québec - Vieux-Limoilou,2025-07-01 20:00:00,0.2597,0.1903,30.7864,3.3467,0.0137
03006 - Québec - Vieux-Limoilou,2025-07-01 21:00:00,0.2775,0.1836,26.3425,3.6772,0.0163
03006 - Québec - Vieux-Limoilou,2025-07-01 22:00:00,0.3885,0.1972,22.0271,4.072,0.0128
03006 - Québec - Vieux-Limoilou,2025-07-01 23:00:00,0.3996,0.2033,17.6807,4.3869,0.0163
03006 - Québec - Vieux-Limoilou,2025-07-02 00:00:00,0.4897,0.1935,14.1519,5.2119,0.0163
03006 - Québec - Vieux-Limoilou,2025-07-02 01:00:00,0.2644,0.1534,16.4338,7.0282,0.0168
03006 - Québec - Vieux-Limoilou,2025-07-02 02:00:00,0.23,NA,15.0379,6.1737,0.0132
03006 - Québec - Vieux-Limoilou,2025-07-02 03:00:00,0.2009,0.1625,12.4763,6.3999,0.0098
03006 - Québec - Vieux-Limoilou,2025-07-02 04:00:00,0.2845,0.1824,11.5219,6.3023,0.0257
03006 - Québec - Vieux-Limoilou,2025-07-02 05:00:00,0.2748,0.273,11.4981,7.0641,0.017
03006 - Québec - Vieux-Limoilou,2025-07-02 06:00:00,0.4037,0.2881,13.015,8.848,0.0228
03006 - Québec - Vieux-Limoilou,2025-07-02 07:00:00,0.4821,0.24,14.7664,9.9686,0.0207
03006 - Québec - Vieux-Limoilou,2025-07-02 08:00:00,0.2568,0.1615,24.7689,5.9384,0.013
03006 - Québec - Vieux-Limoilou,2025-07-02 09:00:00,0.2634,0.1505,26.8419,7.0925,0.0118
03006 - Québec - Vieux-Limoilou,2025-07-02 10:00:00,0.2864,0.1587,28.685,8.4889,0.0148
03006 - Québec - Vieux-Limoilou,2025-07-02 11:00:00,0.2624,0.1614,32.7225,7.7186,0.0172
03006 - Québec - Vieux-Limoilou,2025-07-02 12:00:00,0.205,0.1598,34.021,6.8215,0.0195
03006 - Québec - Vieux-Limoilou,2025-07-02 13:00:00,0.2576,0.1595,37.4383,7.8151,0.012
03006 - Québec - Vieux-Limoilou,2025-07-02 14:00:00,0.3239,0.1766,39.3737,9.5349,0.0122
03006 - Québec - Vieux-Limoilou,2025-07-02 15:00:00,0.3867,0.1792,39.1476,10.2184,0.0182
03006 - Québec - Vieux-Limoilou,2025-07-02 16:00:00,0.3484,0.1803,38.9668,10.6449,0.0152
03006 - Québec - Vieux-Limoilou,2025-07-02 17:00:00,0.4173,0.1845,38.5212,12.1927,0.0118
03006 - Québec - Vieux-Limoilou,2025-07-02 18:00:00,0.5057,0.203,37.5564,12.5274,0.0145
03006 - Québec - Vieux-Limoilou,2025-07-02 19:00:00,0.5513,0.2046,36.8094,14.4171,0.0195
03006 - Québec - Vieux-Limoilou,2025-07-02 20:00:00,0.7632,0.2291,34.3051,16.2742,0.0228
03006 - Québec - Vieux-Limoilou,2025-07-02 21:00:00,0.8986,0.2394,29.4346,17.0201,0.0168
03006 - Québec - Vieux-Limoilou,2025-07-02 22:00:00,0.894,0.2544,26.5397,17.9459,0.0293
03006 - Québec - Vieux-Limoilou,2025-07-02 23:00:00,1.199,0.2908,21.29,19.1738,0.0183
03006 - Québec - Vieux-Limoilou,2025-07-03 00:00:00,1.093,0.2622,21.881,18.4944,0.0177
03006 - Québec - Vieux-Limoilou,2025-07-03 01:00:00,1.1064,0.2264,21.5778,18.2178,0.0234
03006 - Québec - Vieux-Limoilou,2025-07-03 02:00:00,1.0411,NA,17.1434,18.7727,0.0198
03006 - Québec - Vieux-Limoilou,2025-07-03 03:00:00,0.7454,0.2286,17.1793,17.2689,0.0146
03006 - Québec - Vieux-Limoilou,2025-07-03 04:00:00,0.6034,0.2219,12.7349,15.5328,0.0261
03006 - Québec - Vieux-Limoilou,2025-07-03 05:00:00,0.5515,0.2191,11.0732,14.7909,0.0168
03006 - Québec - Vieux-Limoilou,2025-07-03 06:00:00,0.5759,0.2323,11.6239,15.1992,0.0148
03006 - Québec - Vieux-Limoilou,2025-07-03 07:00:00,0.9442,0.2643,9.1942,15.9706,0.0188
03006 - Québec - Vieux-Limoilou,2025-07-03 08:00:00,1.3526,0.311,10.0364,17.1094,0.0363
03006 - Québec - Vieux-Limoilou,2025-07-03 09:00:00,0.9118,0.2621,18.7325,16.0668,0.024
03006 - Québec - Vieux-Limoilou,2025-07-03 10:00:00,0.7052,0.2299,27.1756,15.8707,0.0228
03006 - Québec - Vieux-Limoilou,2025-07-03 11:00:00,0.5608,0.2313,32.6114,16.5068,0.327
03006 - Québec - Vieux-Limoilou,2025-07-03 12:00:00,0.4897,0.2165,32.4663,15.6705,0.6115
03006 - Québec - Vieux-Limoilou,2025-07-03 13:00:00,0.4448,0.2263,NA,12.4522,0.3611
03006 - Québec - Vieux-Limoilou,2025-07-03 14:00:00,0.5401,0.2209,32.5521,12.042,0.0918
03006 - Québec - Vieux-Limoilou,2025-07-03 15:00:00,0.5229,0.2171,33.6507,12.3384,0.0687
03006 - Québec - Vieux-Limoilou,2025-07-03 16:00:00,0.4946,0.2275,34.2889,11.4904,0.063
03006 - Québec - Vieux-Limoilou,2025-07-03 17:00:00,0.5021,0.2137,31.6075,11.694,0.0453
03006 - Québec - Vieux-Limoilou,2025-07-03 18:00:00,0.4338,0.2089,29.196,12.1182,0.0362
03006 - Québec - Vieux-Limoilou,2025-07-03 19:00:00,0.3467,0.1975,26.3383,10.4787,0.0342
03006 - Québec - Vieux-Limoilou,2025-07-03 20:00:00,0.405,0.2069,23.2306,9.3596,0.0317
03006 - Québec - Vieux-Limoilou,2025-07-03 21:00:00,0.357,0.2061,18.6485,8.1499,0.0262
03006 - Québec - Vieux-Limoilou,2025-07-03 22:00:00,0.3261,0.1983,15.6599,7.3748,0.031
03006 - Québec - Vieux-Limoilou,2025-07-03 23:00:00,0.1657,0.1562,17.7712,5.2539,0.0202
03006 - Québec - Vieux-Limoilou,2025-07-04 00:00:00,0.1382,0.1454,17.2308,4.76,0.0247
03006 - Québec - Vieux-Limoilou,2025-07-04 01:00:00,0.0987,0.131,16.8828,4.0921,0.0216
03006 - Québec - Vieux-Limoilou,2025-07-04 02:00:00,0.0758,NA,17.5211,3.4453,0.0187
03006 - Québec - Vieux-Limoilou,2025-07-04 03:00:00,0.0845,0.1327,16.5022,3.1382,0.0252
03006 - Québec - Vieux-Limoilou,2025-07-04 04:00:00,0.0754,0.1333,15.0466,3.2661,0.0196
03006 - Québec - Vieux-Limoilou,2025-07-04 05:00:00,0.1244,0.1364,12.3336,3.4884,0.0205
03006 - Québec - Vieux-Limoilou,2025-07-04 06:00:00,0.1016,0.1381,12.2921,3.0604,0.0163
03006 - Québec - Vieux-Limoilou,2025-07-04 07:00:00,0.206,0.1591,12.0628,3.028,0.0225
03006 - Québec - Vieux-Limoilou,2025-07-04 08:00:00,0.203,0.1537,14.9224,2.8602,0.0292
03006 - Québec - Vieux-Limoilou,2025-07-04 09:00:00,0.1139,0.1374,23.1682,2.7763,0.0388
03006 - Québec - Vieux-Limoilou,2025-07-04 10:00:00,0.1358,0.1426,23.2808,2.8331,0.0428
03006 - Québec - Vieux-Limoilou,2025-07-04 11:00:00,0.209,0.1761,21.4911,2.9218,0.034
03006 - Québec - Vieux-Limoilou,2025-07-04 12:00:00,0.3233,0.1869,19.7771,3.261,0.0267
03006 - Québec - Vieux-Limoilou,2025-07-04 13:00:00,0.2274,0.1676,22.1699,3.4394,0.0477
03006 - Québec - Vieux-Limoilou,2025-07-04 14:00:00,0.1387,0.1612,26.6151,3.1451,0.051
03006 - Québec - Vieux-Limoilou,2025-07-04 15:00:00,0.1003,0.1631,28.2642,3.3366,0.0453
03006 - Québec - Vieux-Limoilou,2025-07-04 16:00:00,0.1182,0.1682,29.4572,3.3999,0.0325
03006 - Québec - Vieux-Limoilou,2025-07-04 17:00:00,0.1139,0.1523,30.4081,3.4792,0.032
03006 - Québec - Vieux-Limoilou,2025-07-04 18:00:00,0.1635,0.152,32.0971,3.891,0.0267
03006 - Québec - Vieux-Limoilou,2025-07-04 19:00:00,0.1512,0.1555,30.5903,3.4489,0.026
03006 - Québec - Vieux-Limoilou,2025-07-04 20:00:00,0.3553,0.2118,27.0118,4.7553,0.0343
03006 - Québec - Vieux-Limoilou,2025-07-04 21:00:00,0.9895,0.3041,19.0737,6.9146,0.0355
03006 - Québec - Vieux-Limoilou,2025-07-04 22:00:00,1.4551,0.3375,17.0381,9.1199,0.0342
03006 - Québec - Vieux-Limoilou,2025-07-04 23:00:00,1.229,0.3227,15.6042,10.1406,0.0432
03006 - Québec - Vieux-Limoilou,2025-07-05 00:00:00,1.1914,0.2827,15.3592,9.0276,0.0422
03006 - Québec - Vieux-Limoilou,2025-07-05 01:00:00,0.7625,0.2226,17.3178,6.8778,0.0348
03006 - Québec - Vieux-Limoilou,2025-07-05 02:00:00,0.4647,NA,16.2085,6.2639,0.0402
03006 - Québec - Vieux-Limoilou,2025-07-05 03:00:00,0.4285,0.1772,14.8077,6.0774,0.038
03006 - Québec - Vieux-Limoilou,2025-07-05 04:00:00,0.5057,0.1862,13.0517,6.1489,0.0422
03006 - Québec - Vieux-Limoilou,2025-07-05 05:00:00,0.3286,0.1824,12.3769,6.3465,0.0362
03006 - Québec - Vieux-Limoilou,2025-07-05 06:00:00,0.2957,0.1828,14.8944,6.2315,0.0357
03006 - Québec - Vieux-Limoilou,2025-07-05 07:00:00,0.3346,0.1829,16.2989,6.3968,0.0838
03006 - Québec - Vieux-Limoilou,2025-07-05 08:00:00,0.2867,0.2086,18.1989,6.1673,0.2922
03006 - Québec - Vieux-Limoilou,2025-07-05 09:00:00,0.2882,0.1978,21.5437,6.0665,0.6218
03006 - Québec - Vieux-Limoilou,2025-07-05 10:00:00,0.2774,0.1838,24.129,5.5279,0.6658
03006 - Québec - Vieux-Limoilou,2025-07-05 11:00:00,0.2397,0.1613,26.39,4.7158,0.4335
03006 - Québec - Vieux-Limoilou,2025-07-05 12:00:00,0.1717,0.1499,29.3538,3.845,0.2772
03006 - Québec - Vieux-Limoilou,2025-07-05 13:00:00,0.1785,0.151,30.3841,3.9061,0.2117
03006 - Québec - Vieux-Limoilou,2025-07-05 14:00:00,0.179,0.1524,30.9183,3.8958,0.1787
03006 - Québec - Vieux-Limoilou,2025-07-05 15:00:00,0.2687,0.166,31.8072,4.717,0.1353
03006 - Québec - Vieux-Limoilou,2025-07-05 16:00:00,0.3682,0.1733,34.0706,5.3163,0.0658
03006 - Québec - Vieux-Limoilou,2025-07-05 17:00:00,0.3976,0.1806,36.9156,5.8259,0.0493
03006 - Québec - Vieux-Limoilou,2025-07-05 18:00:00,0.3129,0.183,31.1988,5.2905,0.0332
03006 - Québec - Vieux-Limoilou,2025-07-05 19:00:00,0.3269,0.1938,28.3958,5.77,0.0293
03006 - Québec - Vieux-Limoilou,2025-07-05 20:00:00,0.3073,0.1813,26.0664,5.3731,0.0268
03006 - Québec - Vieux-Limoilou,2025-07-05 21:00:00,0.413,0.1861,26.0385,6.0539,0.0248
03006 - Québec - Vieux-Limoilou,2025-07-05 22:00:00,0.4652,0.1911,25.5326,5.8714,0.0155
03006 - Québec - Vieux-Limoilou,2025-07-05 23:00:00,0.475,0.2202,20.6871,6.2622,0.023
03006 - Québec - Vieux-Limoilou,2025-07-06 00:00:00,0.4599,0.236,19.1101,6.2279,0.0198
03006 - Québec - Vieux-Limoilou,2025-07-06 01:00:00,0.6342,0.2278,17.403,6.6288,0.0226
03006 - Québec - Vieux-Limoilou,2025-07-06 02:00:00,0.6922,NA,10.8298,6.6663,0.0209
03006 - Québec - Vieux-Limoilou,2025-07-06 03:00:00,0.5893,0.215,9.7822,6.9075,0.0222
03006 - Québec - Vieux-Limoilou,2025-07-06 04:00:00,0.4398,0.1912,9.5879,6.2212,0.0285
03006 - Québec - Vieux-Limoilou,2025-07-06 05:00:00,0.443,0.2049,8.7521,6.0686,0.0193
03006 - Québec - Vieux-Limoilou,2025-07-06 06:00:00,0.3994,0.2038,10.5825,5.9432,0.0218
03006 - Québec - Vieux-Limoilou,2025-07-06 07:00:00,0.4562,0.2013,11.6485,5.8566,0.0157
03006 - Québec - Vieux-Limoilou,2025-07-06 08:00:00,0.4444,0.1958,16.8423,6.7643,0.0212
03006 - Québec - Vieux-Limoilou,2025-07-06 09:00:00,0.5059,0.2116,16.8947,7.3745,0.0107
03006 - Québec - Vieux-Limoilou,2025-07-06 10:00:00,0.6029,0.2223,20.4121,8.4797,0.0095
03006 - Québec - Vieux-Limoilou,2025-07-06 11:00:00,0.5629,0.2118,25.0581,8.9933,0.0187
03006 - Québec - Vieux-Limoilou,2025-07-06 12:00:00,0.5431,0.2099,24.3449,10.1343,0.0182
03006 - Québec - Vieux-Limoilou,2025-07-06 13:00:00,0.5002,0.2179,28.4025,10.5495,0.014
03006 - Québec - Vieux-Limoilou,2025-07-06 14:00:00,0.506,0.2227,31.534300000000002,11.4643,0.018
03006 - Québec - Vieux-Limoilou,2025-07-06 15:00:00,0.5532,0.2338,37.7414,12.8261,0.0092
03006 - Québec - Vieux-Limoilou,2025-07-06 16:00:00,0.5502,0.2556,32.7165,13.0497,0.0273
03006 - Québec - Vieux-Limoilou,2025-07-06 17:00:00,NA,0.2035,NA,4.8777,0.0493
03006 - Québec - Vieux-Limoilou,2025-07-06 18:00:00,0.3613,0.2023,32.5869,5.7318,0.018
03006 - Québec - Vieux-Limoilou,2025-07-06 19:00:00,0.3187,0.1834,31.8428,5.8794,0.011
03006 - Québec - Vieux-Limoilou,2025-07-06 20:00:00,0.4532,0.1893,28.9158,6.0585,0.0112
03006 - Québec - Vieux-Limoilou,2025-07-06 21:00:00,0.3671,0.2067,25.0985,6.4107,0.0055
03006 - Québec - Vieux-Limoilou,2025-07-06 22:00:00,0.3515,0.2195,22.8908,6.6156,0.0127
03006 - Québec - Vieux-Limoilou,2025-07-06 23:00:00,0.9467,0.2875,21.4315,24.4075,0.028
03006 - Québec - Vieux-Limoilou,2025-07-07 00:00:00,1.3477,0.2956,20.8971,33.0914,0.0317
03006 - Québec - Vieux-Limoilou,2025-07-07 01:00:00,0.997,0.2558,21.292,26.9351,0.023
03006 - Québec - Vieux-Limoilou,2025-07-07 02:00:00,0.356,NA,21.8065,11.3825,0.0096
03006 - Québec - Vieux-Limoilou,2025-07-07 03:00:00,0.5304,0.1775,14.2462,9.5243,0.018
03006 - Québec - Vieux-Limoilou,2025-07-07 04:00:00,0.3439,0.1733,20.2827,10.5093,0.0163
03006 - Québec - Vieux-Limoilou,2025-07-07 05:00:00,0.4179,0.1703,18.7382,10.7564,0.0088
03006 - Québec - Vieux-Limoilou,2025-07-07 06:00:00,0.3056,0.1542,24.2399,7.9844,0.0038
03006 - Québec - Vieux-Limoilou,2025-07-07 07:00:00,0.3333,0.1548,24.2638,6.8991,0.0095
03006 - Québec - Vieux-Limoilou,2025-07-07 08:00:00,0.5143,0.1612,21.4928,6.9451,0.0128
03006 - Québec - Vieux-Limoilou,2025-07-07 09:00:00,0.4375,0.1345,19.9689,5.7558,0.0058
03006 - Québec - Vieux-Limoilou,2025-07-07 10:00:00,0.286,0.1404,22.3008,5.326,0.013
03006 - Québec - Vieux-Limoilou,2025-07-07 11:00:00,0.3046,0.1516,21.5371,5.3826,0.0203
03006 - Québec - Vieux-Limoilou,2025-07-07 12:00:00,0.2392,0.1534,22.3439,4.8776,0.044
03006 - Québec - Vieux-Limoilou,2025-07-07 13:00:00,0.2602,0.1446,20.149,5.3872,0.0198
03006 - Québec - Vieux-Limoilou,2025-07-07 14:00:00,0.3099,0.1478,22.3733,5.9674,0.0108
03006 - Québec - Vieux-Limoilou,2025-07-07 15:00:00,0.3119,0.1504,23.1335,5.6605,0.0148
03006 - Québec - Vieux-Limoilou,2025-07-07 16:00:00,0.2734,0.1517,23.5288,5.2443,0.034
03006 - Québec - Vieux-Limoilou,2025-07-07 17:00:00,0.3694,0.1544,19.0332,4.3854,0.0127
03006 - Québec - Vieux-Limoilou,2025-07-07 18:00:00,0.3494,0.1504,19.9437,4.3205,0.0133
03006 - Québec - Vieux-Limoilou,2025-07-07 19:00:00,0.4274,0.1299,21.7878,3.7636,0.0098
03006 - Québec - Vieux-Limoilou,2025-07-07 20:00:00,0.335,0.1231,22.7918,4.2817,0.0127
03006 - Québec - Vieux-Limoilou,2025-07-07 21:00:00,0.3337,0.1271,23.5878,4.5802,0.0182
03006 - Québec - Vieux-Limoilou,2025-07-07 22:00:00,0.3666,0.1302,21.4794,4.8412,0.0142
03006 - Québec - Vieux-Limoilou,2025-07-07 23:00:00,0.2843,0.1373,23.7558,4.3256,0.0145
03006 - Québec - Vieux-Limoilou,2025-07-08 00:00:00,0.2476,0.1454,22.379,4.2724,0.015
03006 - Québec - Vieux-Limoilou,2025-07-08 01:00:00,0.2926,0.1522,18.9323,4.6031,0.0114
03006 - Québec - Vieux-Limoilou,2025-07-08 02:00:00,0.1433,NA,16.8838,4.691,0.0132
03006 - Québec - Vieux-Limoilou,2025-07-08 03:00:00,0.2313,0.1598,14.8145,5.1726,0.0164
03006 - Québec - Vieux-Limoilou,2025-07-08 04:00:00,0.1968,0.1619,12.8319,5.1745,0.0291
03006 - Québec - Vieux-Limoilou,2025-07-08 05:00:00,0.1981,0.1928,8.8915,5.1992,0.0157
03006 - Québec - Vieux-Limoilou,2025-07-08 06:00:00,0.235,0.209,11.1611,5.1837,0.021
03006 - Québec - Vieux-Limoilou,2025-07-08 07:00:00,0.3141,0.1636,16.8511,5.1302,0.0155
03006 - Québec - Vieux-Limoilou,2025-07-08 08:00:00,0.2443,0.1609,20.0326,4.8967,0.0272
03006 - Québec - Vieux-Limoilou,2025-07-08 09:00:00,0.1566,0.1467,21.5926,4.9608,0.0122
03006 - Québec - Vieux-Limoilou,2025-07-08 10:00:00,0.4437,0.1455,21.4313,5.4836,0.0218
03006 - Québec - Vieux-Limoilou,2025-07-08 11:00:00,0.8376,0.1431,19.0158,6.3918,0.0478
03006 - Québec - Vieux-Limoilou,2025-07-08 12:00:00,0.6077,0.137,21.4379,5.2243,0.07
03006 - Québec - Vieux-Limoilou,2025-07-08 13:00:00,0.2334,0.125,26.1493,5.1241,0.067
03006 - Québec - Vieux-Limoilou,2025-07-08 14:00:00,0.2151,0.1226,26.1412,4.6489,0.0673
03006 - Québec - Vieux-Limoilou,2025-07-08 15:00:00,0.2882,0.145,24.4867,5.3246,0.0775
03006 - Québec - Vieux-Limoilou,2025-07-08 16:00:00,0.3706,0.1634,22.1237,5.1883,0.0753
03006 - Québec - Vieux-Limoilou,2025-07-08 17:00:00,0.3225,0.1483,23.0604,4.779,0.047
03006 - Québec - Vieux-Limoilou,2025-07-08 18:00:00,0.18,0.1306,23.5742,4.7681,0.0333
03006 - Québec - Vieux-Limoilou,2025-07-08 19:00:00,0.4509,0.1398,17.1976,5.0499,0.0533
03006 - Québec - Vieux-Limoilou,2025-07-08 20:00:00,1.1666,0.2078,12.6843,5.9155,0.0675
03006 - Québec - Vieux-Limoilou,2025-07-08 21:00:00,0.599,0.1671,18.3081,7.4737,0.0427
03006 - Québec - Vieux-Limoilou,2025-07-08 22:00:00,0.9383,0.1656,12.2407,7.4883,0.0414
03006 - Québec - Vieux-Limoilou,2025-07-08 23:00:00,0.8745,0.2028,10.0961,6.7811,0.102
03006 - Québec - Vieux-Limoilou,2025-07-09 00:00:00,0.4602,0.1836,12.0333,5.7639,0.0315
03006 - Québec - Vieux-Limoilou,2025-07-09 01:00:00,0.4882,0.1684,7.1781,5.757,0.078
03006 - Québec - Vieux-Limoilou,2025-07-09 02:00:00,0.2544,NA,8.5948,5.6137,0.0587
03006 - Québec - Vieux-Limoilou,2025-07-09 03:00:00,0.2252,0.1603,7.3885,5.3593,0.0556
03006 - Québec - Vieux-Limoilou,2025-07-09 04:00:00,0.5464,0.1997,2.7084,6.4026,0.0815
03006 - Québec - Vieux-Limoilou,2025-07-09 05:00:00,0.7971,0.2465,2.0439,6.8278,0.0815
03006 - Québec - Vieux-Limoilou,2025-07-09 06:00:00,0.4242,0.1909,7.8037,5.898,0.0608
03006 - Québec - Vieux-Limoilou,2025-07-09 07:00:00,0.542,0.1473,7.9636,6.3187,0.0997
03006 - Québec - Vieux-Limoilou,2025-07-09 08:00:00,0.4798,0.1348,10.616,7.1694,0.2788
03006 - Québec - Vieux-Limoilou,2025-07-09 09:00:00,0.4472,0.131,15.8276,7.6234,0.53
03006 - Québec - Vieux-Limoilou,2025-07-09 10:00:00,0.3772,0.1354,19.4149,7.4402,0.3082
03006 - Québec - Vieux-Limoilou,2025-07-09 11:00:00,NA,0.1863,23.3928,7.4591,0.4367
03006 - Québec - Vieux-Limoilou,2025-07-09 12:00:00,NA,0.1495,23.8647,6.0655,0.3222
03006 - Québec - Vieux-Limoilou,2025-07-09 13:00:00,NA,0.1815,16.6146,7.4129,0.3743
03006 - Québec - Vieux-Limoilou,2025-07-09 14:00:00,NA,0.222,20.6224,5.32,0.3272
03006 - Québec - Vieux-Limoilou,2025-07-09 15:00:00,NA,0.1669,25.7314,4.3373,0.2045
03006 - Québec - Vieux-Limoilou,2025-07-09 16:00:00,NA,0.1803,26.7281,4.4228,0.1383
03006 - Québec - Vieux-Limoilou,2025-07-09 17:00:00,NA,0.1552,27.7364,4.5791,0.1275
03006 - Québec - Vieux-Limoilou,2025-07-09 18:00:00,NA,0.146,18.299,6.1269,0.1572
03006 - Québec - Vieux-Limoilou,2025-07-09 19:00:00,NA,0.1326,18.3479,5.206,0.1522
03006 - Québec - Vieux-Limoilou,2025-07-09 20:00:00,NA,0.1448,10.5487,5.9921,0.109
03006 - Québec - Vieux-Limoilou,2025-07-09 21:00:00,NA,0.153,9.1201,6.4553,0.0838
03006 - Québec - Vieux-Limoilou,2025-07-09 22:00:00,NA,0.1663,11.4628,8.0175,0.0915
03006 - Québec - Vieux-Limoilou,2025-07-09 23:00:00,NA,0.1706,13.3864,8.4946,0.1563
03006 - Québec - Vieux-Limoilou,2025-07-10 00:00:00,NA,0.1596,11.999,8.9851,0.1897
03006 - Québec - Vieux-Limoilou,2025-07-10 01:00:00,NA,0.1677,13.2247,8.7985,0.0712
03006 - Québec - Vieux-Limoilou,2025-07-10 02:00:00,NA,NA,7.2945,9.3376,0.1085
03006 - Québec - Vieux-Limoilou,2025-07-10 03:00:00,NA,0.1475,9.5707,7.4827,0.0612
03006 - Québec - Vieux-Limoilou,2025-07-10 04:00:00,NA,0.1547,5.933,9.6975,0.1602
03006 - Québec - Vieux-Limoilou,2025-07-10 05:00:00,NA,0.1714,5.505,11.5726,0.2682
03006 - Québec - Vieux-Limoilou,2025-07-10 06:00:00,NA,0.1727,7.2876,11.0084,0.2228
03006 - Québec - Vieux-Limoilou,2025-07-10 07:00:00,NA,0.1671,8.7251,13.4571,0.2275
03006 - Québec - Vieux-Limoilou,2025-07-10 08:00:00,NA,0.1364,18.3639,8.739,0.0768
03006 - Québec - Vieux-Limoilou,2025-07-10 09:00:00,NA,0.1449,23.5303,8.1074,0.0412
03006 - Québec - Vieux-Limoilou,2025-07-10 10:00:00,NA,0.1542,24.2489,8.2771,0.0293
03006 - Québec - Vieux-Limoilou,2025-07-10 11:00:00,NA,0.1552,20.8063,8.8509,0.036
03006 - Québec - Vieux-Limoilou,2025-07-10 12:00:00,NA,0.1765,15.1722,7.5539,0.0473
03006 - Québec - Vieux-Limoilou,2025-07-10 13:00:00,NA,0.1602,15.8425,7.2659,0.0718
03006 - Québec - Vieux-Limoilou,2025-07-10 14:00:00,NA,0.1501,17.0087,8.272,0.048
03006 - Québec - Vieux-Limoilou,2025-07-10 15:00:00,NA,0.1497,18.6836,6.3126,0.0355
03006 - Québec - Vieux-Limoilou,2025-07-10 16:00:00,NA,0.1428,21.0847,6.8058,0.0187
03006 - Québec - Vieux-Limoilou,2025-07-10 17:00:00,NA,0.1583,21.7079,7.6567,0.0202
03006 - Québec - Vieux-Limoilou,2025-07-10 18:00:00,NA,0.2522,22.8676,12.8666,0.0747
03006 - Québec - Vieux-Limoilou,2025-07-10 19:00:00,NA,0.2239,19.0292,8.0686,0.084
03006 - Québec - Vieux-Limoilou,2025-07-10 20:00:00,NA,0.145,23.3732,6.0481,0.0182
03006 - Québec - Vieux-Limoilou,2025-07-10 21:00:00,NA,0.1499,23.2842,7.4084,0.0103
03006 - Québec - Vieux-Limoilou,2025-07-10 22:00:00,NA,0.1565,17.5556,6.5599,0.012
03006 - Québec - Vieux-Limoilou,2025-07-10 23:00:00,NA,0.1567,18.1919,6.6174,0.0238
03006 - Québec - Vieux-Limoilou,2025-07-11 00:00:00,NA,0.1924,21.0767,6.0622,0.2087
03006 - Québec - Vieux-Limoilou,2025-07-11 01:00:00,NA,0.1379,20.46,5.4769,0.024
03006 - Québec - Vieux-Limoilou,2025-07-11 02:00:00,NA,NA,17.5851,6.2485,0.017
03006 - Québec - Vieux-Limoilou,2025-07-11 03:00:00,NA,0.1506,16.5725,6.1211,0.0336
03006 - Québec - Vieux-Limoilou,2025-07-11 04:00:00,NA,0.1425,17.5108,6.6175,0.023
03006 - Québec - Vieux-Limoilou,2025-07-11 05:00:00,NA,0.1593,16.3717,7.5779,0.0275
03006 - Québec - Vieux-Limoilou,2025-07-11 06:00:00,NA,0.1614,14.4844,7.2368,0.0655
03006 - Québec - Vieux-Limoilou,2025-07-11 07:00:00,NA,0.1544,16.5161,7.0447,0.0157
03006 - Québec - Vieux-Limoilou,2025-07-11 08:00:00,NA,0.1533,17.5434,6.997,0.0131
