municipality_code,municipality,municipality_type,region,validity_index_pct,metered_non_residential_connections_pct,validity_available
80095,Lac-Simon,Municipality,Outaouais,,,FALSE
84040,Litchfield,Municipality,Outaouais,,,FALSE
80055,Lochaber,Township,Outaouais,,,FALSE
80060,Lochaber-Partie-Ouest,Township,Outaouais,,,FALSE
83010,Low,Township,Outaouais,,,FALSE
83065,Maniwaki,City,Outaouais,63,0.32034632,TRUE
84065,Mansfield-Et-Pontefract,Municipality,Outaouais,,,FALSE
80065,Mayo,Municipality,Outaouais,,,FALSE
83060,Messines,Municipality,Outaouais,,,FALSE
83088,Montcerf-Lytton,Municipality,Outaouais,,,FALSE
80010,Montebello,Municipality,Outaouais,58,1,TRUE
80090,Montpellier,Municipality,Outaouais,59,0,TRUE
80085,Mulgrave-Et-Derry,Municipality,Outaouais,,,FALSE
80110,Namur,Municipality,Outaouais,,,FALSE
80015,Notre-Dame-De-Bonsecours,Municipality,Outaouais,,,FALSE
80020,Notre-Dame-De-La-Paix,Municipality,Outaouais,,,FALSE
80087,Notre-Dame-De-La-Salette,Municipality,Outaouais,58,0,TRUE
84055,Otter Lake,Municipality,Outaouais,62,0.44444444,TRUE
80037,Papineauville,Municipality,Outaouais,61,0.93333333,TRUE
80045,Plaisance,Municipality,Outaouais,,,FALSE
82030,Pontiac,Municipality,Outaouais,,,FALSE
84020,Portage-Du-Fort,Village,Outaouais,,,FALSE
84100,Rapides-Des-Joachims,Municipality,Outaouais,,,FALSE
80078,Ripon,Municipality,Outaouais,59,0,TRUE
80027,Saint-André-Avellin,Municipality,Outaouais,61,0.51886792,TRUE
80070,Saint-Sixte,Municipality,Outaouais,,,FALSE
80125,Saint-Émile-De-Suffolk,Municipality,Outaouais,,,FALSE
83055,Sainte-Thérèse-De-La-Gatineau,Municipality,Outaouais,,,FALSE
84010,Shawville,Municipality,Outaouais,,,FALSE
84095,Sheenboro,Municipality,Outaouais,,,FALSE
84045,Thorne,Municipality,Outaouais,,,FALSE
80050,Thurso,City,Outaouais,58,0.5625,TRUE
80140,Val-Des-Bois,Municipality,Outaouais,,,FALSE
82015,Val-Des-Monts,Municipality,Outaouais,,,FALSE
84070,Waltham,Municipality,Outaouais,,,FALSE
92030,Albanel,Municipality,Saguenay–Lac-Saint-Jean,57,0,TRUE
93042,Alma,City,Saguenay–Lac-Saint-Jean,65,0.56949153,TRUE
94250,Bégin,Municipality,Saguenay–Lac-Saint-Jean,60,0.58823529,TRUE
91020,Chambord,Municipality,Saguenay–Lac-Saint-Jean,43,0.10043668,TRUE
93005,Desbiens,City,Saguenay–Lac-Saint-Jean,57,0,TRUE
92022,Dolbeau-Mistassini,City,Saguenay–Lac-Saint-Jean,61,0.39618644,TRUE
94220,Ferland-Et-Boilleau,Municipality,Saguenay–Lac-Saint-Jean,58,0,TRUE
92055,Girardville,Municipality,Saguenay–Lac-Saint-Jean,57,0.21875,TRUE
93020,Hébertville,Municipality,Saguenay–Lac-Saint-Jean,56,0.01282051,TRUE
93025,Hébertville-Station,Village,Saguenay–Lac-Saint-Jean,43,0,TRUE
94210,L'anse-Saint-Jean,Municipality,Saguenay–Lac-Saint-Jean,61,0.01381215,TRUE
93065,L'ascension-De-Notre-Seigneur,Parish,Saguenay–Lac-Saint-Jean,61,1,TRUE
91050,La Doré,Parish,Saguenay–Lac-Saint-Jean,60,0.7826087,TRUE
93055,Labrecque,Municipality,Saguenay–Lac-Saint-Jean,60,0.28,TRUE
91005,Lac-Bouchette,Municipality,Saguenay–Lac-Saint-Jean,61,0.68181818,TRUE
93060,Lamarche,Municipality,Saguenay–Lac-Saint-Jean,45,0,TRUE
94265,Larouche,Municipality,Saguenay–Lac-Saint-Jean,64,0,TRUE
93012,Métabetchouan-Lac-À-La-Croix,City,Saguenay–Lac-Saint-Jean,59,0.00613497,TRUE
92040,Normandin,City,Saguenay–Lac-Saint-Jean,61,1,TRUE
92060,Notre-Dame-De-Lorette,Municipality,Saguenay–Lac-Saint-Jean,,,FALSE
94205,Petit-Saguenay,Municipality,Saguenay–Lac-Saint-Jean,57,0.04545455,TRUE
92010,Péribonka,Municipality,Saguenay–Lac-Saint-Jean,,,FALSE
94215,Rivière-Éternité,Municipality,Saguenay–Lac-Saint-Jean,44,0,TRUE
91025,Roberval,City,Saguenay–Lac-Saint-Jean,65,0.94202899,TRUE
94068,Saguenay,City,Saguenay–Lac-Saint-Jean,63,0.70684632,TRUE
94255,Saint-Ambroise,Municipality,Saguenay–Lac-Saint-Jean,,,FALSE
91010,Saint-André-Du-Lac-Saint-Jean,Village,Saguenay–Lac-Saint-Jean,59,0,TRUE
92005,Saint-Augustin (02),Parish,Saguenay–Lac-Saint-Jean,60,0.79166667,TRUE
93030,Saint-Bruno,Municipality,Saguenay–Lac-Saint-Jean,64,0.78169014,TRUE
94260,Saint-Charles-De-Bourget,Municipality,Saguenay–Lac-Saint-Jean,57,0.92857143,TRUE
94245,Saint-David-De-Falardeau,Municipality,Saguenay–Lac-Saint-Jean,58,1,TRUE
92050,Saint-Edmond-Les-Plaines,Municipality,Saguenay–Lac-Saint-Jean,57,0,TRUE
92065,Saint-Eugène-D'argentenay,Municipality,Saguenay–Lac-Saint-Jean,58,0,TRUE
91015,Saint-François-De-Sales,Municipality,Saguenay–Lac-Saint-Jean,43,0.2,TRUE
94235,Saint-Fulgence,Municipality,Saguenay–Lac-Saint-Jean,53,0.86666667,TRUE
91042,Saint-Félicien,City,Saguenay–Lac-Saint-Jean,60,0.63862928,TRUE
94225,Saint-Félix-D'otis,Municipality,Saguenay–Lac-Saint-Jean,60,0,TRUE
93035,Saint-Gédéon,Municipality,Saguenay–Lac-Saint-Jean,56,0.04109589,TRUE
93070,Saint-Henri-De-Taillon,Municipality,Saguenay–Lac-Saint-Jean,64,1,TRUE
94240,Saint-Honoré,City,Saguenay–Lac-Saint-Jean,61,0.07438017,TRUE
93080,Saint-Ludger-De-Milot,Municipality,Saguenay–Lac-Saint-Jean,43,0.09677419,TRUE
93045,Saint-Nazaire,Municipality,Saguenay–Lac-Saint-Jean,59,0.23076923,TRUE
91035,Saint-Prime,Municipality,Saguenay–Lac-Saint-Jean,,,FALSE
92070,Saint-Stanislas (02),Municipality,Saguenay–Lac-Saint-Jean,68,1,TRUE
92045,Saint-Thomas-Didyme,Municipality,Saguenay–Lac-Saint-Jean,57,0,TRUE
91030,Sainte-Hedwidge,Municipality,Saguenay–Lac-Saint-Jean,59,1,TRUE
92015,Sainte-Jeanne-D'arc (02),Village,Saguenay–Lac-Saint-Jean,57,1,TRUE
93075,Sainte-Monique (02),Municipality,Saguenay–Lac-Saint-Jean,57,0.62962963,TRUE
94230,Sainte-Rose-Du-Nord,Parish,Saguenay–Lac-Saint-Jean,59,0.90909091,TRUE
